hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categor√≠a
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121149_820.jpg,garden,#6f7f76,neutral,Otro
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121150_701.jpg,tree,#615f61,neutral,Cuerpo Completo
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121151_924.jpg,person,#653b5f,neutral,"Selfie, Sticker"
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121153_867.jpg,sculpture,#8a8681,happy,"Cuerpo Completo, Sticker"
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121157_356.jpg,sunglasses,#666f7e,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,116.0,0,0,,0,119.0,,,,,-2.0,2024-05-22,IMG_20240522_121200_500.jpg,promo,#7b516a,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121148_486.jpg,fur_coat,#8f979f,fear,Cuerpo Completo
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121149_820.jpg,garden,#6f7f76,neutral,Otro
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121150_701.jpg,tree,#615f61,neutral,Cuerpo Completo
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121151_924.jpg,person,#653b5f,neutral,"Selfie, Sticker"
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121153_867.jpg,sculpture,#8a8681,happy,"Cuerpo Completo, Sticker"
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121157_356.jpg,sunglasses,#666f7e,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,119.0,1,0,,0,126.0,,,,,-2.0,2024-05-22,IMG_20240522_121200_500.jpg,promo,#7b516a,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121148_486.jpg,fur_coat,#8f979f,fear,Cuerpo Completo
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121149_820.jpg,garden,#6f7f76,neutral,Otro
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121150_701.jpg,tree,#615f61,neutral,Cuerpo Completo
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121151_924.jpg,person,#653b5f,neutral,"Selfie, Sticker"
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121153_867.jpg,sculpture,#8a8681,happy,"Cuerpo Completo, Sticker"
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121157_356.jpg,sunglasses,#666f7e,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,133.0,1,0,1.0,0,136.0,,,,,-2.0,2024-05-22,IMG_20240522_121200_500.jpg,promo,#7b516a,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121148_486.jpg,fur_coat,#8f979f,fear,Cuerpo Completo
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121149_820.jpg,garden,#6f7f76,neutral,Otro
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121150_701.jpg,tree,#615f61,neutral,Cuerpo Completo
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121151_924.jpg,person,#653b5f,neutral,"Selfie, Sticker"
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121153_867.jpg,sculpture,#8a8681,happy,"Cuerpo Completo, Sticker"
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121157_356.jpg,sunglasses,#666f7e,happy,"Selfie, Ofrecimiento"
2024-05-22 11:11:00,151.0,1,0,2.0,0,155.0,,,,,-2.0,2024-05-22,IMG_20240522_121200_500.jpg,promo,#7b516a,happy,"Selfie, Ofrecimiento"
2024-05-13 11:27:00,205.0,0,0,1.0,0,211.0,,,,,-2.0,2024-05-13,IMG_20240513_122742_155.jpg,person,#604360,neutral,"Sticker, Selfie"
2024-05-13 11:27:00,205.0,0,0,1.0,0,211.0,,,,,-2.0,2024-05-13,IMG_20240513_122744_822.jpg,person,#714a66,happy,"Sticker, Selfie"
2024-05-13 11:27:00,312.0,0,0,2.0,1,326.0,,,,,-2.0,2024-05-13,IMG_20240513_122742_155.jpg,person,#604360,neutral,"Sticker, Selfie"
2024-05-13 11:27:00,312.0,0,0,2.0,1,326.0,,,,,-2.0,2024-05-13,IMG_20240513_122744_822.jpg,person,#714a66,happy,"Sticker, Selfie"
2024-10-05 19:37:00,222.0,3,0,1.0,0,221.0,,,,,-2.0,2024-10-05,IMG_20241005_092140_366.jpg,journal,#705f75,neutral,Selfie
2024-10-05 19:37:00,229.0,4,0,1.0,1,214.0,,,,,-2.0,2024-10-05,IMG_20241005_092140_366.jpg,journal,#705f75,neutral,Selfie
2024-10-05 19:37:00,240.0,4,0,1.0,0,233.0,,,,,-2.0,2024-10-05,IMG_20241005_092140_366.jpg,journal,#705f75,neutral,Selfie
2024-04-05 15:13:00,994.0,3,0,15.0,1,1120.0,,,,,-2.0,2024-04-05,IMG_20240405_172839_010.jpg,people,#605960,happy,"Con otras personas, Reposteo"
2024-04-05 15:13:00,994.0,3,0,15.0,1,1120.0,,,,,-2.0,2024-04-05,IMG_20240405_172930_524.jpg,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
2024-04-05 15:13:00,1068.0,2,0,9.0,1,1082.0,,,,,-2.0,2024-04-05,IMG_20240405_172839_010.jpg,people,#605960,happy,"Con otras personas, Reposteo"
2024-04-05 15:13:00,1068.0,2,0,9.0,1,1082.0,,,,,-2.0,2024-04-05,IMG_20240405_172930_524.jpg,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
2024-04-05 15:13:00,1116.0,3,0,6.0,0,1146.0,,,,,-2.0,2024-04-05,IMG_20240405_172839_010.jpg,people,#605960,happy,"Con otras personas, Reposteo"
2024-04-05 15:13:00,1116.0,3,0,6.0,0,1146.0,,,,,-2.0,2024-04-05,IMG_20240405_172930_524.jpg,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
2024-04-05 15:13:00,1205.0,4,0,4.0,0,1248.0,,,,,-2.0,2024-04-05,IMG_20240405_172839_010.jpg,people,#605960,happy,"Con otras personas, Reposteo"
2024-04-05 15:13:00,1205.0,4,0,4.0,0,1248.0,,,,,-2.0,2024-04-05,IMG_20240405_172930_524.jpg,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
2024-04-05 15:13:00,1516.0,2,0,7.0,0,1553.0,,,,,-2.0,2024-04-05,IMG_20240405_172839_010.jpg,people,#605960,happy,"Con otras personas, Reposteo"
2024-04-05 15:13:00,1516.0,2,0,7.0,0,1553.0,,,,,-2.0,2024-04-05,IMG_20240405_172930_524.jpg,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
2024-03-05 16:05:00,172.0,0,0,3.0,0,210.0,,,,,-2.0,2024-03-05,IMG_20240305_193343_615.jpg,web_site,#a34472,happy,Ofrecimiento
2024-03-05 16:05:00,172.0,0,0,3.0,0,210.0,,,,,-2.0,2024-03-05,IMG_20240305_193343_959.jpg,person,#ac859f,happy,"Ofrecimiento, Sticker, Selfie"
2024-03-05 16:05:00,172.0,0,0,3.0,0,210.0,,,,,-2.0,2024-03-05,IMG_20240305_193348_099.jpg,background_Color,#af5c83,happy,Sticker
2024-03-05 16:04:00,302.0,0,0,2.0,0,330.0,,,,,-2.0,2024-03-05,IMG_20240305_193343_615.jpg,web_site,#a34472,happy,Ofrecimiento
2024-03-05 16:04:00,302.0,0,0,2.0,0,330.0,,,,,-2.0,2024-03-05,IMG_20240305_193343_959.jpg,person,#ac859f,happy,"Ofrecimiento, Sticker, Selfie"
2024-03-05 16:04:00,302.0,0,0,2.0,0,330.0,,,,,-2.0,2024-03-05,IMG_20240305_193348_099.jpg,background_Color,#af5c83,happy,Sticker
2024-01-05 16:48:00,391.0,5,0,5.0,0,452.0,,,,,-2.0,2024-01-05,IMG_20240105_140833_389.jpg,person,#4c3228,sad,"Cuerpo Completo, Sticker"
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 17:34:00,385.0,2,0,3.0,0,395.0,,,4.0,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 14:21:00,143.0,3,0,2.0,0,147.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 14:21:00,153.0,3,0,,0,148.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 14:21:00,160.0,2,0,,0,152.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 14:21:00,180.0,2,0,,0,170.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 11:37:00,196.0,7,0,1.0,0,193.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_094228_479.jpg,people,#7e77bc,happy,"Con otras personas, Reposteo"
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_123732_797.jpg,bucket,#7d8290,happy,Comida y Bebida
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_152208_168.jpg,logo,#cd6378,happy,Cuerpo Completo
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_152209_075.jpg,person,#626994,neutral,Selfie
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_152211_383.jpg,person,#7f6a7f,happy,Cuerpo Completo
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_152212_626.jpg,envelope,#5f82b6,neutral,Otro
2024-04-25 08:42:00,251.0,0,0,3.0,0,258.0,,,,,-2.0,2024-04-25,IMG_20240425_183425_441.jpg,juice,#5e697d,happy,"Comida y Bebida, Selfie"
2024-04-24 14:50:00,321.0,3,0,,0,327.0,,,,,-2.0,2024-04-24,IMG_20240424_140855_977.jpg,pizza,#72718b,happy,"Selfie, Comida y Bebida"
2024-04-24 14:50:00,321.0,3,0,,0,327.0,,,,,-2.0,2024-04-24,IMG_20240424_154915_528.jpg,people,#a296ae,happy,"Con otras personas, Reposteo"
2024-04-24 14:50:00,321.0,3,0,,0,327.0,,,,,-2.0,2024-04-24,IMG_20240424_155033_295.jpg,people,#6f697c,happy,Con otras personas
2024-04-24 14:48:00,439.0,2,0,4.0,0,434.0,,,4.0,,-2.0,2024-04-24,IMG_20240424_140855_977.jpg,pizza,#72718b,happy,"Selfie, Comida y Bebida"
2024-04-24 14:48:00,439.0,2,0,4.0,0,434.0,,,4.0,,-2.0,2024-04-24,IMG_20240424_154915_528.jpg,people,#a296ae,happy,"Con otras personas, Reposteo"
2024-04-24 14:48:00,439.0,2,0,4.0,0,434.0,,,4.0,,-2.0,2024-04-24,IMG_20240424_155033_295.jpg,people,#6f697c,happy,Con otras personas
2024-04-19 12:54:00,702.0,1,0,1.0,0,696.0,,,,,-2.0,2024-04-19,IMG_20240419_084956_981.jpg,fruit,#777eac,neutral,Comida y Bebida
2024-04-19 12:54:00,702.0,1,0,1.0,0,696.0,,,,,-2.0,2024-04-19,IMG_20240419_135448_157.jpg,people,#5d79b4,sad,"Con otras personas, Reposteo"
2024-04-19 07:49:00,1921.0,5,0,23.0,0,1935.0,,,,,-2.0,2024-04-19,IMG_20240419_084956_981.jpg,fruit,#777eac,neutral,Comida y Bebida
2024-04-19 07:49:00,1921.0,5,0,23.0,0,1935.0,,,,,-2.0,2024-04-19,IMG_20240419_135448_157.jpg,people,#5d79b4,sad,"Con otras personas, Reposteo"
2024-05-04 16:29:00,245.0,0,0,1.0,0,243.0,,,,,-2.0,2024-05-04,IMG_20240504_161343_341.jpg,people,#716f87,happy,Con otras personas
2024-05-04 16:29:00,245.0,0,0,1.0,0,243.0,,,,,-2.0,2024-05-04,IMG_20240504_161354_243.jpg,toyshop,#746f83,happy,"Con otras personas, Comida y Bebida"
2024-05-04 16:29:00,245.0,0,0,1.0,0,243.0,,,,,-2.0,2024-05-04,IMG_20240504_161356_203.jpg,theater,#6c6a7e,neutral,Otro
2024-05-04 16:29:00,245.0,0,0,1.0,0,243.0,,,,,-2.0,2024-05-04,IMG_20240504_161357_968.jpg,people,#6e647e,happy,Otro
2024-05-04 16:29:00,245.0,0,0,1.0,0,243.0,,,,,-2.0,2024-05-04,IMG_20240504_161359_463.jpg,people,#696574,happy,Con otras personas
2024-05-04 16:28:00,405.0,0,0,2.0,0,387.0,,,,,-2.0,2024-05-04,IMG_20240504_161343_341.jpg,people,#716f87,happy,Con otras personas
2024-05-04 16:28:00,405.0,0,0,2.0,0,387.0,,,,,-2.0,2024-05-04,IMG_20240504_161354_243.jpg,toyshop,#746f83,happy,"Con otras personas, Comida y Bebida"
2024-05-04 16:28:00,405.0,0,0,2.0,0,387.0,,,,,-2.0,2024-05-04,IMG_20240504_161356_203.jpg,theater,#6c6a7e,neutral,Otro
2024-05-04 16:28:00,405.0,0,0,2.0,0,387.0,,,,,-2.0,2024-05-04,IMG_20240504_161357_968.jpg,people,#6e647e,happy,Otro
2024-05-04 16:28:00,405.0,0,0,2.0,0,387.0,,,,,-2.0,2024-05-04,IMG_20240504_161359_463.jpg,people,#696574,happy,Con otras personas
2024-04-04 16:37:00,699.0,3,0,5.0,0,752.0,,,,,-2.0,2024-04-04,IMG_20240404_173737_841.jpg,person,#91818b,happy,"Selfie, Sticker"
2024-01-04 17:26:00,777.0,7,0,8.0,1,797.0,,,,,-2.0,2024-01-04,IMG_20240104_151311_107.jpg,quote,#b07b41,happy,Otro
2024-01-04 10:44:00,216.0,0,0,1.0,0,207.0,,,,,-2.0,2024-01-04,IMG_20240104_151311_107.jpg,quote,#b07b41,happy,Otro
2024-01-04 10:44:00,248.0,1,0,1.0,0,234.0,,,,,-2.0,2024-01-04,IMG_20240104_151311_107.jpg,quote,#b07b41,happy,Otro
2024-05-22 11:11:00,223.0,1,0,5.0,0,231.0,,,,,-2.0,2024-05-22,IMG_20240522_121148_486.jpg,fur_coat,#8f979f,fear,Cuerpo Completo
2024-05-22 11:11:00,223.0,1,0,5.0,0,231.0,,,,,-2.0,2024-05-22,IMG_20240522_121149_820.jpg,garden,#6f7f76,neutral,Otro
